,Company_Brand,Sector,Stage,Amount($),HeadQuarter,Year
1222,Kodo Card,Finance,Pre-series A,8000000.0,Mumbai,2021
1223,Cellestial,Manufacturing,Pre-series A,500000.0,Hyderabad,2021
1224,Jai Kisan,Finance,Series A,30000000.0,Mumbai,2021
1225,Plum,Health,Series A,15000000.0,Bangalore,2021
1226,Klassroom,Education,Pre-series A,200000.0,Mumbai,2021
1227,Convin,Technology,Pre-series A,300000.0,Bangalore,2021
1228,Mensa Brands,Beauty & Fashion,Series A,50000000.0,Bangalore,2021
1229,MedTel Healthcare,Health,Pre-series A,5000000.0,Odisha,2021
1231,RuleZero,Technology,Pre-series A,1000000.0,Bangalore,2021
1232,Rubix Data Sciences,Technology,Pre-series A,800000.0,Mumbai,2021
1233,Locobuzz,Business Intelligence,Series A,4000000.0,Mumbai,2021
1234,We Founder Circle,Finance,Pre-series A,2000000.0,Mumbai,2021
1235,Haqdarshak,Finance,Pre-series A,800000.0,Jaipur,2021
1236,Myelin Foundry,Technology,Pre-series A,1000000.0,Bangalore,2021
1237,SuperOps.ai,Technology,Pre-series A,3000000.0,Chennai,2021
1238,Teachmint,Education,Series A,16500000.0,Bangalore,2021
1239,Sarathi,Health,Pre-series A,100000.0,Jodhpur,2021
1240,Jidoka Technologies,Technology,Pre-series A,340000.0,Chennai,2021
1241,Rapido,Transport,Series C,43000000.0,Bangalore,2021
1242,ElasticRun,Commerce,Series D,75000000.0,Pune,2021
1243,Avail Finance,Finance,Debt,3000000.0,Bangalore,2021
1244,Nivesh,Finance,Pre-series A,1600000.0,Noida,2021
1245,Arthya Wealth and Investments,Finance,Pre-series A,1000000.0,Mumbai,2021
1246,Fi,Finance,Series B,50000000.0,Bangalore,2021
1247,Kiko Live,Commerce,Pre-series A,1000000.0,Gurgaon,2021
1248,The Hosteller,Hospitality,Pre-series A,1000000.0,Mumbai,2021
1249,Ruptok Fintech,Finance,Pre-series A,2000000.0,New Delhi,2021
1250,Dogsee Chew,Food & Beverages,Pre-series A,7000000.0,Bangalore,2021
1251,Advantage Club,Business Intelligence,Pre-series A,3300000.0,Gurgaon,2021
1252,Cora Health,LifeStyle,Pre-series A,600000.0,Bangalore,2021
1253,Battery Smart,Energy,Pre-series A,7000000.0,New Delhi,2021
1254,The Good Glamm Group,Technology,Series D,150000000.0,Pune,2021
1255,Mosaic Wellness,LifeStyle,Series A,24000000.0,Mumbai,2021
1256,CloudFiles,Technology,Pre-series A,300000.0,Bangalore,2021
1257,Xpand,Commerce,Pre-series A,1500000.0,New Delhi,2021
1258,Troo Good,Commerce,Series A,7000000.0,Hyderabad,2021
1259,Prodo,Commerce,Pre-series A,300000.0,New Delhi,2021
1260,Unnati,Finance,Series A,7000000.0,Noida,2021
1261,Lysto,Finance,Pre-series A,3000000.0,Bangalore,2021
1262,Wakefit,Commerce,Series C,20000000.0,Bangalore,2021
1263,Buyofuel,Energy,Pre-series A,100000.0,Coimbatore,2021
1264,ElectricPe,Transport,Pre-series A,3000000.0,Bangalore,2021
1265,Vayana Network,Finance,Series C,30000000.0,Pune,2021
1266,Valuationary,Education,Pre-series A,100000.0,Surat,2021
1267,EyeMyEye,Beauty & Fashion,Pre-series A,2000000.0,Gurgaon,2021
1268,DGV,Technology,Pre-series A,3000000.0,Bangalore,2021
1269,GuardianLink,Technology,Series A,12000000.0,Chennai,2021
1270,Clinikk,Hospitality,Pre-series A,4000000.0,Bangalore,2021
1271,Mensa,Commerce,Series B,135000000.0,Bangalore,2021
1272,GENLEAP,LifeStyle,Pre-series A,8000000.0,Haryana,2021
1273,Planys,Government,Pre-series A,1600000.0,Chennai,2021
1274,GoKwik,Technology,Series A,15000000.0,New Delhi,2021
1275,Velocity,Finance,Series A,20000000.0,Bangalore,2021
1276,SalaryBox,Finance,Pre-series A,4000000.0,Gurgaon,2021
1277,Boingg,Commerce,Pre-series A,200000.0,Gurgaon,2021
1278,Disprz,Education,Series B,13000000.0,Mumbai,2021
1279,Inzpira,Education,Pre-series A,300000.0,Thiruvananthapuram,2021
1280,Mindhouse,LifeStyle,Pre-series A,6000000.0,Gurgaon,2021
1281,Toppersnotes,Business Intelligence,Pre-series A,1000000.0,Jaipur,2021
1282,NoBroker.com,Real Estate,Series E,2100000.0,Bangalore,2021
1283,Haber,Manufacturing,Series B,20000000.0,Pune,2021
1284,Koparo,Commerce,Pre-series A,700000.0,New Delhi,2021
1285,Settl,Real Estate,Pre-series A,500000.0,Bangalore,2021
1286,Park+,Technology,Series B,25000000.0,New Delhi,2021
1287,Simple Energy,Transport,Pre-series A,21000000.0,Bangalore,2021
1288,Spinny,Transport,Series E,248000000.0,Gurgaon,2021
1289,Slice,Finance,Series B,220000000.0,Bangalore,2021
1290,21K School,Education,Pre-series A,5000000.0,Bangalore,2021
1291,Adda247,Education,Series B,20000000.0,Gurgaon,2021
1292,Rupifi,Finance,Debt,1000000.0,Bangalore,2021
1293,RENEE Cosmetics,Beauty & Fashion,Pre-series A,1500000.0,Ahmedabad,2021
1294,Svish,Commerce,Pre-series A,400000.0,Gurgaon,2021
1295,Progcap,Finance,Series C,30000000.0,New Delhi,2021
1296,D’Moksha Homes,Beauty & Fashion,Pre-series A,570000.0,Mumbai,2021
1297,ANS Commerce,Commerce,Pre-series A,2200000.0,Gurgaon,2021
1298,GramCover,Finance,Series A,7000000.0,Noida,2021
1299,Licious,Food & Beverages,Series G,52000000.0,Bangalore,2021
1300,Chalo,Transport,Series C,40000000.0,Mumbai,2021
1301,Sunstone Eduversity,Education,Series B,28000000.0,Gurgaon,2021
1302,Ozonetel,Telecommunications,Series A,5000000.0,Hyderabad,2021
1303,CoinSwitch Kuber,Finance,Series C,260000000.0,Bangalore,2021
1304,Pazcare,Finance,Pre-series A,3500000.0,Bangalore,2021
1305,kWh Bikes,Transport,Pre-series A,2000000.0,Bangalore,2021
1306,IBSFINtech,Technology,Pre-series A,1000000.0,Bangalore,2021
1307,Twin Health,LifeStyle,Series C,140000000.0,Chennai,2021
1308,Trica,Finance,Pre-series A,3000000.0,Mumbai,2021
1309,Rebel Foods,Technology,Series F,175000000.0,Mumbai,2021
1310,ProfitWheel,Business Intelligence,Pre-series A,3000000.0,Mumbai,2021
1311,Ishitva,Technology,Pre-series A,1000000.0,Ahmedabad,2021
1312,leap.club,Government,Pre-series A,810000.0,Gurgaon,2021
1313,F5,Commerce,Pre-series A,600000.0,New Delhi,2021
1314,ForeignAdmits,Education,Pre-series A,400000.0,Bangalore,2021
1315,SALT,Finance,Pre-series A,500000.0,Bangalore,2021
1316,EarnWealth,Finance,Pre-series A,500000.0,Pune,2021
1317,Crater.Club,Media & Entertainment,Pre-series A,700000.0,Bangalore,2021
1318,NFTically,Finance,Pre-series A,1000000.0,Gurgaon,2021
1319,ReshaMandi,Commerce,Series A,30000000.0,Bangalore,2021
1320,Hubilo,Technology,Series B,125000000.0,Ahmedabad,2021
1321,M2P Fintech,Finance,Series C,35000000.0,Chennai,2021
1322,Open Financial Technologies,Finance,Series C,90000000.0,Bangalore,2021
1323,Niro,Finance,Pre-series A,3500000.0,Bangalore,2021
1324,CarDekho,Transport,Series E,250000000.0,Jaipur,2021
1325,AnKa SumMor,Commerce,Pre-series A,1000000.0,Bangalore,2021
1326,Toch.ai,Technology,Series A,11000000.0,Mumbai,2021
1327,Playto Labs,Education,Pre-series A,500000.0,Bangalore,2021
1328,Fraazo,Food & Beverages,Series B,50000000.0,Mumbai,2021
1329,FloCareer,Business Intelligence,Series A,5700000.0,Bangalore,2021
1330,Nap Chief,Beauty & Fashion,Pre-series A,200000.0,Mumbai,2021
1331,AcknoLedger,Finance,Pre-series A,1500000.0,Mumbai,2021
1332,ApplicateAI,Technology,Series A,30000000.0,Gurgaon,2021
1333,Aviom India,Finance,Series C,8000000.0,Bhilwara,2021
1334,SaaS Labs,Technology,Series A,17000000.0,Noida,2021
1335,Devnagri,Government,Pre-series A,600000.0,Noida,2021
1336,CRED,Finance,Series E,250000000.0,Bangalore,2021
1337,ConveGenius,Business Intelligence,Pre-series A,5000000.0,Noida,2021
1338,CredAble,Finance,Series B,30000000.0,Mumbai,2021
1339,MarketWolf,Finance,Pre-series A,5500000.0,Mumbai,2021
1340,Wondrlab,Business Intelligence,Pre-series A,7000000.0,Mumbai,2021
1341,Tamasha,Media & Entertainment,Pre-series A,3000000.0,Mumbai,2021
1342,Revfin,Finance,Pre-series A,4000000.0,New Delhi,2021
1343,Yu Foodlabs,Food & Beverages,Pre-series A,1000000.0,Gurgaon,2021
1344,FarMart,Agriculture,Series A,10000000.0,Gurgaon,2021
1345,Questt,Education,Series A,6750000.0,Gurgaon,2021
1346,IDfy,Technology,Series D,10000000.0,Mumbai,2021
1347,ClearDekho,Commerce,Pre-series A,4000000.0,Ghaziabad,2021
1348,BookingJini,Hospitality,Pre-series A,1200000.0,Gurgaon,2021
1349,Sourcewiz,Technology,Pre-series A,3000000.0,Gurgaon,2021
1350,Kafqa Academy,Education,Pre-series A,1300000.0,Bangalore,2021
1351,Storia,Food & Beverages,Series A,6000000.0,Mumbai,2021
1352,Clear,Technology,Series C,75000000.0,Bangalore,2021
1353,Groww,Finance,Series E,250000000.0,Bangalore,2021
1354,Teachmint,Education,Series B,78000000.0,Bangalore,2021
1355,Porter,Transport,Series E,100000000.0,Bangalore,2021
1356,O4S,Technology,Series A,6000000.0,Gurgaon,2021
1357,Wobb,Commerce,Pre-series A,200000.0,Gurgaon,2021
1358,BASIC Home Loan,Finance,Series A,3500000.0,Gurgaon,2021
1359,Siply,Finance,Pre-series A,3200000.0,Bangalore,2021
1360,Healofy,Technology,Series B,6000000.0,Bangalore,2021
1361,E42,Technology,Series A,5400000.0,Pune,2021
1362,Spottabl,Business Intelligence,Pre-series A,400000.0,Bangalore,2021
1363,DeHaat,Technology,Series D,115000000.0,Gurgaon,2021
1364,Zolve,Finance,Series A,40000000.0,Bangalore,2021
1365,SportZchain,Sports,Pre-series A,400000.0,Mumbai,2021
1366,Hypto,Technology,Pre-series A,3000000.0,Chennai,2021
1367,CHUPPS,Beauty & Fashion,Pre-series A,1100000.0,Mumbai,2021
1368,Zenduty,Technology,Pre-series A,1900000.0,Bangalore,2021
1369,Acko,Finance,Series D,255000000.0,Bangalore,2021
1370,LoveLocal,Commerce,Pre-series A,18000000.0,Mumbai,2021
1371,SupplyNote,Food & Beverages,Pre-series A,1200000.0,Noida,2021
1372,Cloudphysician,Hospitality,Pre-series A,4000000.0,Bangalore,2021
1373,Wiggles.in,Health,Pre-series A,5500000.0,Pune,2021
1374,Avanti Finance,Finance,Series A,15000000.0,Bangalore,2021
1375,Vanity Wagon,Commerce,Pre-series A,700000.0,New Delhi,2021
1376,MFine,Hospitality,Series C,48000000.0,Bangalore,2021
1377,Mentza,Education,Pre-series A,400000.0,Mumbai,2021
1378,ConnectedH,Hospitality,Pre-series A,2300000.0,Gurgaon,2021
1379,CredAvenue,Finance,Series A,90000000.0,Chennai,2021
1380,Vedantu,Education,Series E,100000000.0,Bangalore,2021
1381,Exotel,Telecommunications,Series C,35000000.0,Bangalore,2021
1382,Fantasy Akhada,Sports,Series A,2000000.0,Gurgaon,2021
1383,Cusmat,Technology,Pre-series A,100000.0,Hyderabad,2021
1384,Coinshift,Finance,Pre-series A,2500000.0,Chandigarh,2021
1385,Strip Finance,Finance,Pre-series A,400000.0,Hyderabad,2021
1386,Kolo,Real Estate,Pre-series A,550000.0,Bangalore,2021
1387,Chqbook,Finance,Pre-series A,5000000.0,Gurgaon,2021
1388,Rulezero,Finance,Pre-series A,2500000.0,Bangalore,2021
1389,Karbon Card,Finance,Pre-series A,12000000.0,Bangalore,2021
1390,ePayLater,Finance,Series B,10000000.0,Mumbai,2021
1391,Fittr,LifeStyle,Series A,11000000.0,Pune,2021
1392,Medikabazaar,Health,Series C,75000000.0,Mumbai,2021
1393,Akudo,Finance,Pre-series A,4200000.0,Bangalore,2021
1394,88academics,Education,Pre-series A,3000000.0,New Delhi,2021
1395,Sanfe,LifeStyle,Series A,1000000.0,New Delhi,2021
1396,PredictiVu,Business Intelligence,Pre-series A,1500000.0,Gurgaon,2021
1397,Bijnis,Commerce,Series B,30000000.0,New Delhi,2021
1398,Manch Technologies,Technology,Pre-series A,1000000.0,Bangalore,2021
1399,Glamyo Health,Hospitality,Series A,3000000.0,New Delhi,2021
1400,CashBook,Finance,Pre-series A,2300000.0,Gurgaon,2021
1401,The Money Club,Finance,Pre-series A,1700000.0,Noida,2021
1402,SuperZop,Commerce,Series A,4000000.0,Mumbai,2021
1403,Zypp Electric,Transport,Series A,7000000.0,Gurgaon,2021
1404,VRO Hospitality,Hospitality,Series A,3000000.0,Bangalore,2021
1405,Leena AI,Technology,Series B,30000000.0,Gurgaon,2021
1406,CARS24,Transport,Series F,450000000.0,Gurgaon,2021
1407,Klub,Finance,Debt,2000000.0,Bangalore,2021
1408,Bluepad,Media & Entertainment,Pre-series A,200000.0,Bangalore,2021
1409,FloBiz,Technology,Series B,31000000.0,Bangalore,2021
1410,Tummoc,Transport,Pre-series A,540000.0,Bangalore,2021
1411,Aerchain,Technology,Pre-series A,3000000.0,Bangalore,2021
1412,CuriousJr,Education,Pre-series A,1000000.0,Gurgaon,2021
1413,Wow! Momo,Food & Beverages,Series C,15000000.0,Kolkata,2021
1414,ZestMoney,Finance,Series C,50000000.0,Bangalore,2021
1415,FrontRow,Education,Series A,14000000.0,Bangalore,2021
1416,HappyCredit,Finance,Pre-series A,600000.0,Bangalore,2021
1417,Endimension,Health,Pre-series A,300000.0,Mumbai,2021
1418,BeepKart,Transport,Pre-series A,3000000.0,Bangalore,2021
1419,Lio,Technology,Pre-series A,5000000.0,Pune,2021
1420,TravClan,Hospitality,Pre-series A,2200000.0,New Delhi,2021
1421,WickedGud,Food & Beverages,Pre-series A,340000.0,Mumbai,2021
1422,BetterPlace,Technology,Series C,24000000.0,Bangalore,2021
1423,GTM Buddy,Technology,Pre-series A,2000000.0,Hyderabad,2021
1424,Gobbly,Commerce,Pre-series A,900000.0,Gurgaon,2021
1425,HexaHealth,Health,Pre-series A,4500000.0,Mumbai,2021
1426,Eupheus Learning,Education,Series C,10000000.0,New Delhi,2021
1427,Anar,Technology,Pre-series A,6200000.0,Mumbai,2021
1428,Shadez,Commerce,Pre-series A,200000.0,Mumbai,2021
1429,Vahan,Technology,Series A,8000000.0,Bangalore,2021
1430,Godamwale,Transport,Pre-series A,1000000.0,Mumbai,2021
1431,Artium Academy,Media & Entertainment,Pre-series A,750000.0,Mumbai,2021
1432,Awon GameZ,Manufacturing,Pre-series A,2000000.0,Noida,2021
1433,Ayu Health,LifeStyle,Series A,6300000.0,Bangalore,2021
1434,Apna,Business Intelligence,Series C,100000000.0,Bangalore,2021
1435,BharatAgri,Agriculture,Series A,6500000.0,Bangalore,2021
1436,Flatheads,Beauty & Fashion,Pre-series A,1000000.0,Bangalore,2021
1437,Paytail,Finance,Pre-series A,1500000.0,New Delhi,2021
1438,4Fin,Finance,Pre-series A,1100000.0,Pune,2021
1439,immunitoAI,Health,Pre-series A,1000000.0,Bangalore,2021
1440,Farmers Fresh Zone,Agriculture,Pre-series A,800000.0,Kochi,2021
1441,Anveshan,Food & Beverages,Pre-series A,500000.0,Bangalore,2021
1442,Coutloot,Commerce,Pre-series A,8000000.0,Mumbai,2021
1443,Nova Benefits,LifeStyle,Series A,10000000.0,Bangalore,2021
1444,HomeLane,LifeStyle,Series E,50000000.0,Bangalore,2021
1445,Jar,Finance,Pre-series A,4500000.0,Bangalore,2021
1446,moneyHOP,Finance,Pre-series A,1200000.0,London,2021
1447,Codingal,Education,Pre-series A,1200000.0,Bangalore,2021
1448,Skit,Technology,Series B,23000000.0,Bangalore,2021
1449,Peak,Sports,Series C,75000000.0,Information Technology & Services,2021
1450,REVOS,Transport,Series A,4000000.0,Manchester,2021
1451,Dezerv.,Finance,Pre-series A,7000000.0,Mumbai,2021
1452,AppsForBharat,Commerce,Series A,10000000.0,Bangalore,2021
1453,Habbit,Education,Pre-series A,320000.0,Bangalore,2021
1454,Bikayi,Commerce,Series A,10000000.0,Hyderabad,2021
1455,Dukaan,Commerce,Series A,11000000.0,Bangalore,2021
1456,Vidyakul,Education,Bridge Round,500000.0,Gurgaon,2021
1457,Goodmylk,Food & Beverages,Pre-series A,1000000.0,Bangalore,2021
1458,Fieldproxy,Technology,Pre-series A,200000.0,Chennai,2021
1459,NeuroPixel.AI,Technology,Pre-series A,800000.0,Bangalore,2021
1460,Elixia Tech Solutions,Technology,Pre-series A,1000000.0,Mumbai,2021
1461,bitsCrunch,Finance,Pre-series A,700000.0,Chennai,2021
1462,Prolgae,Health,Pre-series A,200000.0,The Nilgiris,2021
1463,Biddano,LifeStyle,Pre-series A,2000000.0,Pune,2021
1464,Neokred,Finance,Pre-series A,500000.0,Bangalore,2021
1465,Delhivery,Transport,Series I,76000000.0,Gurgaon,2021
1466,Flipspaces,LifeStyle,Pre-series A,2000000.0,Mumbai,2021
1467,Fleek,Technology,Pre-series A,1000000.0,Bangalore,2021
1468,GoKwik,Technology,Pre-series A,5000000.0,New Delhi,2021
1469,Proeon,Food & Beverages,Pre-series A,2000000.0,Pune,2021
1470,InfyU Labs,Agriculture,Pre-series A,200000.0,Gandhinagar,2021
1471,TechEagle,Transport,Pre-series A,500000.0,Gurgaon,2021
1472,Cogos Technologies,Transport,Pre-series A,2000000.0,Bangalore,2021
1473,Gigforce,Business Intelligence,Pre-series A,3000000.0,Gurgaon,2021
1474,Vahdam,Food & Beverages,Series D,20000000.0,New Delhi,2021
1475,Leap Finance,Finance,Series C,55000000.0,Bangalore,2021
1476,CollegeDekho,Education,Series B,26000000.0,Gurgaon,2021
1477,WeRize,Finance,Series A,8000000.0,Bangalore,2021
